0,-1.3477,-1.2451,2.5861,85.36,-313.35,222.67,305.24,10.432
0.0007,-0.94727,-1.6748,2.6106,146.05,-313.35,164.02,305.23,10.646
0.0014,-0.46875,-1.9531,2.4242,207.23,-309.88,95.428,305.23,10.859
0.0021,0.19043,-2.2412,2.0708,262,-294.04,22.863,305.22,11.073
0.0028,0.87891,-2.5049,1.6488,299.5,-261.37,-43.738,305.2,11.286
0.0035,1.5234,-2.7441,1.2513,313.81,-215.33,-102.88,305.18,11.5
0.0042,1.9385,-2.7441,0.83914,311.83,-154.94,-165.51,305.17,11.713
0.0049,2.2412,-2.5195,0.32388,305.91,-84.648,-228.13,305.17,11.927
0.0056,2.5146,-2.124,-0.34351,286.67,-9.9004,-277.34,305.17,12.141
0.0063,2.7344,-1.6797,-0.99617,248.68,56.432,-307.66,305.16,12.354
0.007,2.8613,-1.2842,-1.5261,193.42,113.36,-315.61,305.14,12.568
0.0077,2.7393,-0.84473,-1.8549,132.73,175.73,-314.12,305.13,12.781
0.0084,2.4414,-0.29785,-2.1199,63.156,237.61,-302.69,305.13,12.995
0.0091,1.9727,0.39062,-2.3457,-11.842,283.15,-279.33,305.13,13.209
0.0098,1.4893,1.0449,-2.5272,-74.505,306.42,-242.05,305.13,13.422
0.0105,1.04,1.5625,-2.6008,-130.26,312.85,-184.39,305.12,13.636
0.0112,0.58594,1.8799,-2.4634,-192.92,308.89,-118.29,305.11,13.85
0.0119,0,2.1582,-2.1739,-253.12,295.03,-50.199,305.11,14.063
0.0126,-0.70312,2.4121,-1.7372,-295.55,267.81,20.875,305.1,14.277
0.0133,-1.3525,2.6172,-1.2955,-313.81,229.69,83.997,305.09,14.49
0.014,-1.8457,2.71,-0.90293,-316.77,169.79,143.14,305.1,14.704
0.0147,-2.1582,2.5488,-0.43674,-314.3,99.004,204.77,305.12,14.918
0.0154,-2.4609,2.2119,0.2061,-297.03,29.701,262.43,305.13,15.131
0.0161,-2.6904,1.7334,0.89802,-263.97,-40.097,298.71,305.13,15.345
0.0168,-2.8125,1.2939,1.4574,-217.1,-101.48,309.64,305.13,15.559
0.0175,-2.7588,0.86914,1.85,-155.42,-161.87,310.14,305.14,15.772
0.0182,-2.4951,0.35645,2.1199,-85.36,-222.76,304.67,305.15,15.986
0.0189,-2.0605,-0.32227,2.3653,-14.802,-275.23,283.3,305.16,16.199
0.0196,-1.5332,-1.0254,2.5518,51.808,-306.91,249.01,305.17,16.413
0.0203,-1.0986,-1.5576,2.6499,111.02,-314.34,199.8,305.17,16.626
0.021,-0.64453,-1.9141,2.5518,171.21,-312.85,135.19,305.18,16.84
0.0217,-0.073242,-2.1826,2.2622,231.9,-305.43,65.607,305.2,17.054
0.0224,0.63965,-2.4512,1.8353,280.75,-280.68,-4.9702,305.22,17.268
0.0231,1.3037,-2.6562,1.3789,308.38,-245.03,-68.589,305.24,17.481
0.0238,1.8018,-2.749,0.98635,312.33,-192.07,-129.23,305.25,17.695
0.0245,2.1436,-2.6465,0.54961,310.35,-125.24,-191.35,305.27,17.909
0.0252,2.4268,-2.3389,-0.044165,301.47,-52.967,-250.5,305.3,18.123
0.0259,2.6953,-1.8848,-0.75081,271.37,17.821,-293.74,305.32,18.336
0.0266,2.8223,-1.4062,-1.3495,226.97,79.698,-313.12,305.35,18.55
0.0273,2.8027,-1.0156,-1.7372,170.72,140.59,-314.12,305.37,18.764
0.028,2.6172,-0.54688,-2.0365,103.62,202.46,-310.14,305.4,18.978
0.0287,2.2412,0.073242,-2.2917,30.591,257.91,-295.23,305.43,19.191
0.0294,1.7236,0.80566,-2.5272,-39.473,296.52,-264.91,305.46,19.405
0.0301,1.2256,1.4014,-2.6254,-96.708,311.37,-218.69,305.49,19.619
0.0308,0.80078,1.7871,-2.5763,-156.9,310.87,-158.05,305.51,19.833
0.0315,0.2832,2.0703,-2.3506,-220.06,303.94,-90.955,305.53,20.047
0.0322,-0.37598,2.3291,-1.9776,-272.36,286.12,-19.384,305.54,20.26
0.0329,-1.0938,2.5732,-1.5163,-305.91,254.44,49.205,305.55,20.474
0.0336,-1.626,2.7002,-1.1041,-316.77,205.93,107.36,305.57,20.688
0.0343,-1.9824,2.666,-0.72136,-315.78,140.59,168.99,305.58,20.902
0.035,-2.2803,2.4023,-0.17175,-308.38,71.283,231.11,305.59,21.116
0.0357,-2.5391,1.9922,0.50054,-284.7,-0.99004,280.32,305.6,21.33
0.0364,-2.7295,1.5234,1.1483,-246.7,-66.333,306.17,305.6,21.543
0.0371,-2.7588,1.1328,1.5752,-191.94,-126.23,310.64,305.59,21.757
0.0378,-2.6318,0.73242,1.8746,-126.81,-187.61,308.65,305.6,21.971
0.0385,-2.3047,0.15625,2.1199,-56.249,-246.52,298.21,305.61,22.185
0.0392,-1.8457,-0.5127,2.3457,15.296,-291.57,271.37,305.62,22.399
0.0399,-1.3721,-1.1523,2.5223,76.478,-313.35,230.62,305.61,22.613
0.0406,-0.97168,-1.5771,2.5419,135.19,-314.83,173.96,305.6,22.827
0.0413,-0.50781,-1.8896,2.3898,197.86,-309.88,106.86,305.59,23.041
